cid	MDS_01	MDS_02	MDS_03	MDS_04	MDS_05	MDS_06	MDS_07	MDS_08	MDS_09	MDS_10	MDS_11	MDS_12	SESA	smiles	Substrate	strlen	NumValenceElectrons	NumHeteroatoms	MinPartialCharge	MaxPartialCharge	MinAbsPartialCharge	MaxAbsPartialCharge	MolecularWeight	HBondAcceptorCount	HBondDonorCount	RotatableBondCount	Complexity	HallKierAlpha	LabuteASA	NumRings	NumAmideBonds	NumBridgeheadAtoms	NumHeterocycles	NumLipinskiHBA	NumLipinskiHBD	NumSpiroAtoms	TPSA	NumAliphaticRings	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAromaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	FractionCSP3	Eccentricity	Asphericity	InertialShapeFactor	NPR1	NPR2	SpherocityIndex	RadiusOfGyration	MolLogP	MolMR	HeavyAtomCount	VanDerWaalsVolume	Charge	SASA	AtomStereoCount	BondStereoCount	C_O	C_O_noCOO	Al_OH	Ar_OH	methoxy	oxime	ester	Al_COO	Ar_COO	COO	COO2	ketone	ether	phenol	aldehyde	quatN	NH2	NH1	NH0	Ar_N	Ar_NH	aniline	Imine	nitrile	hdrzine	hdrzone	nitroso	N_O	nitro	azo	diazo	azide	amide	priamide	amidine	guanido	Nhpyrrole	imide	isocyan	isothiocyan	thiocyan	halogen	alkyl_halide	sulfide	SH	C_S	sulfone	sulfonamd	prisulfonamd	barbitur	urea	term_acetylene	imidazole	furan	thiophene	thiazole	oxazole	pyridine	piperdine	piperzine	morpholine	lactam	lactone	tetrazole	epoxide	unbrch_alkane	bicyclic	benzene	phos_acid	phos_ester	nitro_arom	nitro_arom_nonortho	dihydropyridine	phenol_noOrthoHbond	Al_OH_noTert	benzodiazepine	para_hydroxylation	allylic_oxid	aryl_methyl	Ndealkylation1	Ndealkylation2	alkyl_carbamate	ketone_Topliss	ArN	HOCCN	primary_alcohol	secondary_alcohol	tertiary_alcohol	coumarin	thiophenol	hydroxyamino	SolventExcludedVolume	VoidVolume	PackingDensity
112	-1.1768139692636934	0.37658707056841434	0.34012487206741643	0.8863569291252387	-0.1859360230296273	0.029306653674779273	-0.1318388099499406	0.36485929720774296	0.32187991228876456	0.11958300722283327	-0.3275602487901434	-0.9002011621929248	104.53606414794922	CCC(=O)C	2-Butanone	8	30	1	-0.3000423849594125	0.1290650325260376	0.1290650325260376	0.3000423849594125	72.10699999999997	1	0	3	209.16436636179583	-0.33	43.235363472405666	0	0	0	0	1	0	0	17.07	0	0	0	0	0	0	0	0	0	0.75	0.9086037023107923	0.21339380659226473	0.012372370098433528	0.41765932546409273	0.8058275997716521	0.5040391417983902	1.5505904500144523	0.9854	20.971999999999994	5	73.965	0	137.3056907062256	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	76.265	2.299	0.970
113	-0.937889729942289	0.2969427269988747	0.8561362117917074	0.47729841096356435	-0.11430207872436828	0.20460681838767392	-0.0877944502031928	0.004398598969446598	0.18589887148612153	-0.484121994884384	-0.2062534622024488	-0.3563327384217036	137.3487091064453	CCC(=O)N	Propionamide	8	30	2	-0.36968902699349326	0.2166341111584647	0.2166341111584647	0.36968902699349326	73.09499999999997	1	1	2	183.58073480446816	-0.53	40.92145481933062	0	1	0	0	2	2	0	43.09	0	0	0	0	0	0	0	0	0	0.6666666666666666	0.9554799396988333	0.3651000033086731	0.014399914693589803	0.29505607065965267	0.7592165008980492	0.3013025332054894	1.584604128436832	-0.11829999999999996	19.485400000000002	5	98.318	0	131.2707394067234	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104.590	6.272	0.940
114	-1.0274762137853173	0.44283512292498367	0.817880806184372	0.6032369633489935	-0.03002230175137911	0.15616140288372785	-0.1211327657655263	0.13734860751575026	-0.04043535687157996	-0.6166957057496985	-0.24195801309149875	-0.7920985322468654	137.154296875	CCC(C)CO	(S)-2-Methylbutanol	8	38	1	-0.396099194994739	0.2100506262681115	0.2100506262681115	0.396099194994739	88.14999999999993	1	1	5	300.57008077820336	-0.04	55.93956949775302	0	0	0	0	1	1	0	20.23	0	0	0	0	0	0	0	0	0	1.0	0.8778348507059885	0.16846580055853094	0.005890167960087294	0.4789634379428088	0.7215142699534578	0.4783811293713149	1.7866511868422088	1.0248	26.54079999999999	6	98.433	0	172.56746021507576	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	103.460	5.027	0.951
115	-1.150187936856444	-0.1069942402020288	0.3405046370537358	0.9237229066425199	-0.19808512202349024	0.17328876709104674	0.4724294488961397	0.7315572083740045	0.2782570255250768	0.10619432045796415	-0.3012962715939824	-0.8255862375908793	106.00025939941406	CCC(CC)O	Pentan-3-ol	8	38	1	-0.3931530406217647	0.21044446224036076	0.21044446224036076	0.3931530406217647	88.14999999999993	1	1	5	272.57008077820336	-0.04	55.93956949775302	0	0	0	0	1	1	0	20.23	0	0	0	0	0	0	0	0	0	1.0	0.931839104932845	0.27923021502643863	0.007306498358986805	0.3628717163378186	0.7354901050382159	0.3478587517700052	1.8170682668292573	1.1673	26.58879999999999	6	75.694	0	166.98487815229657	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	78.212	2.518	0.968
144	-0.7046315765830986	0.6531902471117526	0.48767188628220637	0.88637385468513	-0.017437555983539677	0.0026724743049072915	-0.47402011617131473	0.15354791047730185	-0.11102520320017903	-0.035655667616523404	-0.2941461034546957	-0.48903649828184015	129.0337677001953	C=CC(=O)N	Acrylamide	9	28	2	-0.36613333016051547	0.2402973983266299	0.2402973983266299	0.36613333016051547	71.07899999999998	1	1	1	171.73187676776786	-0.79	37.421910786810734	0	1	0	0	2	2	0	43.09	0	0	0	0	0	0	0	0	0	0.0	0.9595324135747355	0.3892885388594912	0.01568735709245668	0.28159820187537205	0.7358498937451158	0.10811689288655166	1.537518388129056	-0.3423	19.3914	5	95.346	0	114.4521276740914	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.969	4.622	0.954
145	-1.1374184080956733	-0.11371100789009601	0.33854603234888975	0.9413871744133626	-0.18152184141002828	0.21003093803757358	0.4661631791952501	0.7781553166547556	0.2540535426744731	0.09073575485155994	-0.3304811719187515	-0.8377648099596825	125.5762939453125	C=CC(CO)O	(2R)-3-Butene-1,2-diol	9	36	2	-0.39334305254269764	0.21103004201694253	0.21103004201694253	0.39334305254269764	88.10599999999995	2	2	4	235.49577839754272	-0.33999999999999997	48.14604636082413	0	0	0	0	2	2	0	40.46	0	0	0	0	0	0	0	0	0	0.5	0.9160875949178179	0.24603658629020186	0.0064864423062501435	0.4009782019482955	0.6910847894001554	0.3591369042812712	1.7761172962510123	-0.47440000000000004	23.289599999999993	6	92.071	0	146.55365822111233	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	95.498	3.427	0.964
146	-1.114358685744138	-0.1323807635583185	0.35273894380660975	0.9566967604629811	-0.11587054113207401	0.16081488846520886	0.3380617452648982	0.7421897682319761	0.32202630175010394	0.1172808555437101	-0.2927095717108264	-0.6354316348037876	124.35895538330078	CC(=C)C#N	Methacrylonitrile	9	26	1	-0.19282841545351898	0.09373746952998264	0.09373746952998264	0.19282841545351898	67.09099999999998	1	0	1	190.67394044440556	-0.77	38.56190652114291	0	0	0	0	1	0	0	23.79	0	0	0	0	0	0	0	0	0	0.25	0.9571806303969668	0.3785498741867394	0.014622413240121018	0.28949134839035356	0.7296271593929332	0.14123479467849606	1.610485982364441	1.08608	20.426999999999992	5	93.766	0	114.50649857154185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	97.122	3.357	0.965
147	-1.0608248980066541	-0.23322387792522528	0.5794236037391142	0.950360241235931	-0.10895689848777884	0.3270250172739759	0.5374883904335115	0.1766375653387359	0.46739103601046533	-0.11770562354052637	-0.25685244599142404	-0.45800504328772423	125.1978988647461	CC(=C)CCO	3-Methyl-3-buten-1-ol	9	36	1	-0.3960441198105506	0.2100522347814874	0.2100522347814874	0.3960441198105506	86.13399999999994	1	1	4	284.07473930887375	-0.3	52.440025465233134	0	0	0	0	1	1	0	20.23	0	0	0	0	0	0	0	0	0	0.6	0.9751602125491771	0.4770109086730848	0.012640896981130674	0.22150069945949152	0.8621523490447502	0.27937309426499457	1.9298604591907902	0.9448999999999999	26.51679999999999	6	92.465	0	162.42668949737154	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	96.063	3.598	0.963
148	-1.0611212032045143	0.15672838727287033	0.7373306176043033	1.0955030948444826	0.020826934443284033	-0.0054099595660683985	-0.24568640688022692	-0.4157040960631664	-0.0188986338086498	-0.2638018910539288	0.20217802958467498	-0.5736906825239338	152.2679901123047	CC(=CCO)C	Prenol	9	36	1	-0.39229755290483687	0.21049878101650632	0.21049878101650632	0.39229755290483687	86.13399999999994	1	1	4	266.5649643045468	-0.3	52.44002546523313	0	0	0	0	1	1	0	20.23	0	0	0	0	0	0	0	0	0	0.6	0.9691479833276221	0.43435758688664505	0.011478230791430868	0.24647958619732221	0.8474981657884844	0.2105047474591181	1.9082055501302588	0.9449000000000001	26.51679999999999	6	114.014	0	160.76065106640513	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	3	0	0	0	0	121.376	7.362	0.939
149	-1.088851794495077	-0.0673167226343185	0.8463076538454217	1.053649971304243	-0.2223792780967446	0.11865694471355519	-0.2706147734827738	-0.8738392106696483	-0.04708954613209987	-0.23218868418676863	0.17547721313434397	-0.39869159216461997	156.92369079589844	CC(=O)C=C	3-Buten-2-one	9	28	1	-0.29520406932855386	0.151523696082162	0.151523696082162	0.29520406932855386	70.09099999999997	1	0	2	197.11804777497898	-0.5900000000000001	39.73581943988577	0	0	0	0	1	0	0	17.07	0	0	0	0	0	0	0	0	0	0.25	0.9421761795146493	0.3254251122359078	0.012313113519894945	0.3351179594637972	0.6844914977189486	0.12584829331952288	1.545926378579069	0.7614	20.877999999999993	5	114.558	0	117.26504356759884	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	122.970	8.412	0.932
150	-0.9165989288599339	0.05674975618617864	1.081326904947284	0.7808490048754061	-0.14766816844943145	0.020863282269596092	-0.5927558869030284	-0.8433575661852467	-0.17060088547427274	-0.4697356232503093	0.2899532313060509	0.14733221311117883	184.8854522705078	CC(=O)C=O	Methylglyoxal	9	28	2	-0.2946238542634083	0.19161305319433727	0.19161305319433727	0.2946238542634083	72.06299999999997	2	0	2	146.38196255841365	-0.66	35.412061457381554	0	0	0	0	2	0	0	34.14	0	0	0	0	0	0	0	0	0	0.3333333333333333	0.9449749125540162	0.3339441961947291	0.01285157325029697	0.327142804664155	0.6919763515833307	0.1737125483311547	1.5184783343499169	-0.2257	16.745	5	137.424	0	104.61474855990852	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	147.558	10.134	0.931
151	-0.832917779349139	-0.8015524733372751	0.7684324898893578	0.8394947967685337	-0.1922300492832044	0.5806757775651151	0.6318199784705542	-0.8215117799674968	1.1843865657314825	-0.024827482802283415	-0.47267683833429647	-0.0580942157959304	150.2530059814453	CC(C)CC=O	3-Methylbutanal	9	36	1	-0.30339188316607335	0.1197457106441768	0.1197457106441768	0.30339188316607335	86.13399999999994	1	0	4	270.56496430454683	-0.33	52.410246587137905	0	0	0	0	1	0	0	17.07	0	0	0	0	0	0	0	0	0	0.8	0.9520720770947624	0.34548915870150404	0.01027939684203371	0.3058737648384788	0.7992946688543201	0.3531097600812245	1.7625426967841904	1.2314	25.518999999999988	6	110.561	0	155.32444693680125	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117.103	6.542	0.944
152	-0.9287822122070151	-0.16077494638774262	1.206700967825608	0.8831979123137867	-0.38114271148627044	0.29598218370922763	-0.5369021257166052	-1.494569698506987	-0.049779078217531914	-0.48368250950566055	0.19910087928780262	0.28926888895589503	183.82911682128906	CC(C)CCCO	4-Methylpentan-1-ol	9	44	1	-0.39637638800766695	0.2100365366903926	0.2100365366903926	0.39637638800766695	102.17699999999992	1	1	6	361.90592101310904	-0.04	65.11445261248525	0	0	0	0	1	1	0	20.23	0	0	0	0	0	0	0	0	0	1.0	0.9300916472991666	0.27022953892930635	0.00718545130841161	0.36732754814242136	0.9022586399075158	0.5356621945183154	1.9484690772609603	1.4149	31.15779999999998	7	137.322	0	192.0154101493254	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	149.032	11.710	0.921
153	-1.0483190085097969	0.23065282037028223	0.8125276561809227	1.6199273832563028	-0.13359244047572683	0.5583897812609634	0.23414443641478	-1.1940618135151626	0.7434891661094102	-0.42420751231022874	-0.3302026821610755	-0.4612252705380131	197.90147399902344	CC(CBr)Br	1,2-Dibromopropane	9	32	2	-0.09160846119671515	0.04287641520847399	0.04287641520847399	0.09160846119671515	201.88900000000007	0	0	2	126.88683534178924	0.96	57.634053468912384	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	1.0	0.9684186952527226	0.4304311288433482	0.006124381170890392	0.24932956239686938	0.8813579066437947	0.6748225473301294	1.74520604390259	2.1647	32.18299999999999	5	148.031	0	128.85690901073158	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157.725	9.694	0.939
154	-0.9690872119593547	0.5133192927724092	1.0954382402498049	0.9990736957334554	-0.10321035080734281	0.5446092033540434	-0.18414590746855689	-1.38580052237032	0.6733943255340945	-0.7456722569660329	-0.23813802911098222	0.06573217783831084	223.36618041992188	CC=CC=CCO	2,4-Hexadien-1-ol	9	40	1	-0.3922958172392454	0.21049881118663466	0.21049881118663466	0.3922958172392454	98.14499999999994	1	1	4	350.2978485298759	-0.56	58.11536454744548	0	0	0	0	1	1	0	20.23	0	0	0	0	0	0	0	0	0	0.3333333333333333	0.9981879612996541	0.8317865827900777	0.026509331736199106	0.06017303313312453	0.9909837920381779	0.1230398667656077	2.5479052857904656	1.111	31.039799999999985	7	169.695	0	175.27409073842986	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	182.850	13.155	0.928
155	-0.8430474447418551	-0.43747859173153375	0.67256317372747	0.9461990632430002	-0.21192858752954433	0.5616130554491162	0.5373991565194948	0.03992028329844952	0.5751573815083493	-0.12699422815791528	-0.23171472571703963	-0.43481088164347786	158.57957458496094	CCC(C)C=O	2-Methylbutanal	9	36	1	-0.3031007788735372	0.12228138819219675	0.12228138819219675	0.3031007788735372	86.13399999999994	1	0	4	286.56496430454683	-0.33	52.410246587137905	0	0	0	0	1	0	0	17.07	0	0	0	0	0	0	0	0	0	0.8	0.8821028203575443	0.19985205221928343	0.005090804868421532	0.47105691197271043	0.6309834414826478	0.3985676595744138	1.7918319829614933	1.2314	25.518999999999988	6	117.288	0	158.30354449863103	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.888	7.601	0.939
156	-0.9611248218340723	0.07965413170557996	0.8377946420921241	0.09150587494392898	0.33188557128945506	-0.1685222839448941	0.19517850793395045	0.519578760904604	0.27298411010219287	-0.06855540680492529	0.0979455879588691	0.11317839102386525	111.82433319091797	CCCC(=O)N	Butyramide	9	36	2	-0.3696801362743872	0.21690203344860978	0.21690203344860978	0.3696801362743872	87.12199999999996	1	1	3	255.32818403364735	-0.53	50.09633793406286	0	1	0	0	2	2	0	43.09	0	0	0	0	0	0	0	0	0	0.75	0.9593279230199022	0.3782195586338392	0.011675935734729227	0.2822940596511387	0.8469958589001296	0.3084011942600998	1.7720762646577444	0.27180000000000015	24.102399999999996	6	80.476	0	156.13318988355908	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.927	3.452	0.959
157	-0.9265131447732374	0.41299625082684294	1.2155810945759764	0.5439076911535835	0.47954201200277174	-0.43951326560466025	-0.6892903515595559	0.0038474430890984962	-0.5866761157269609	-0.5177544086851696	1.0410334132714165	-0.04369168102318307	117.49182891845703	CCCC(CO)O	(R)-1,2-Pentanediol	9	44	2	-0.39368863498661893	0.21056437543761988	0.21056437543761988	0.39368863498661893	104.14899999999993	2	2	6	322.57165726801054	-0.08	60.82047350807626	0	0	0	0	2	2	0	40.46	0	0	0	0	0	0	0	0	0	1.0	0.9450878243856676	0.31613512806069316	0.006683159979150346	0.3268164686761752	0.840389795152302	0.3563220172593383	2.000806379889808	0.13970000000000005	28.000599999999988	7	81.713	0	182.37179736575274	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	86.348	4.636	0.946
158	-0.9265264848737477	0.4130057664511482	1.2156135087943338	0.5438382412473578	0.47935948189019656	-0.4395737785052103	-0.6893471907400338	0.003953762857338598	-0.5867979427014426	-0.5176954262692803	1.0411917319954114	-0.043558525456870396	110.47007751464844	CCCC=CC=O	trans-2-Hexenal	9	40	1	-0.29857631082421043	0.14201803733976104	0.14201803733976104	0.29857631082421043	98.14499999999994	1	0	4	350.2978485298759	-0.5900000000000001	58.08558566935025	0	0	0	0	1	0	0	17.07	0	0	0	0	0	0	0	0	0	0.5	0.9579299291448912	0.3807291361071255	0.006382993255275253	0.2870021791702353	0.7374758967375808	0.1507238581982094	2.0376358683310025	1.5416	30.111999999999988	7	81.057	0	170.3515846469851	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	84.782	3.725	0.956
159	-0.9265264848737477	0.4130057664511482	1.2156135087943338	0.5438382412473578	0.47935948189019656	-0.4395737785052103	-0.6893471907400338	0.003953762857338598	-0.5867979427014426	-0.5176954262692803	1.0411917319954114	-0.043558525456870396	113.4490966796875	CCCCC(C)O	S-(+)-2-Hexanol	9	44	1	-0.3934192704931502	0.21043063945528173	0.21043063945528173	0.3934192704931502	102.17699999999992	1	1	6	377.9059210131091	-0.04	65.11445261248525	0	0	0	0	1	1	0	20.23	0	0	0	0	0	0	0	0	0	1.0	0.9817005886504364	0.5386311788063882	0.011001524594847946	0.19043096975908774	0.9461765482742698	0.32451701490097706	2.173009714566913	1.5574	31.205799999999982	7	81.321	0	195.04785313550443	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	85.546	4.225	0.951
160	-1.0842862578883854	0.48089926123492827	0.6902512547670625	1.0682891654731277	0.29802062854612443	-0.15275238574800876	-0.19780760290851962	-0.3412097011908737	0.5876495877327195	0.020557974911270288	-0.1508986522591248	-0.566512530256702	141.0147705078125	CCCCC(C)O	S-(+)-2-Hexanol	9	44	1	-0.3934192704931502	0.21043063945528173	0.21043063945528173	0.3934192704931502	102.17699999999992	1	1	6	377.9059210131091	-0.04	65.11445261248525	0	0	0	0	1	1	0	20.23	0	0	0	0	0	0	0	0	0	1.0	0.9817005886504364	0.5386311788063882	0.011001524594847946	0.19043096975908774	0.9461765482742698	0.32451701490097706	2.173009714566913	1.5574	31.205799999999982	7	100.954	0	195.04785313550443	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	107.368	6.414	0.940
161	-1.0023333557493324	0.3626845492247872	0.7088025381721863	0.5026399065414823	0.36673099493846034	-0.3787567336109734	-0.7770170363053456	-0.7118936008673834	1.0848576969935386	0.21064612970755406	-0.42373631349323565	-0.6250140210210292	203.26382446289062	CCCCC(C)O	2-Hexanol	9	44	1	-0.3934192704931502	0.21043063945528173	0.21043063945528173	0.3934192704931502	102.17699999999992	1	1	6	377.9059210131091	-0.04	65.11445261248525	0	0	0	0	1	1	0	20.23	0	0	0	0	0	0	0	0	0	1.0	0.9884007653902154	0.6126426397616068	0.011749017982973698	0.15186812363375138	0.9109670870705457	0.23146648359815744	2.270167707926454	1.5574	31.205799999999982	7	153.035	0	194.85922636680775	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	164.136	11.102	0.932
162	-0.869963654438538	-0.7729806710373803	0.7698625249137816	-0.18903066150627854	0.290971286483568	-0.34539518466350333	0.26500802740334806	0.4780892623820973	0.8240694708321107	0.05677460451997806	-0.6686306004654896	0.28036570755221996	121.00332641601562	CCCCC(C)O	2-Hexanol	9	44	1	-0.3934192704931502	0.21043063945528173	0.21043063945528173	0.3934192704931502	102.17699999999992	1	1	6	377.9059210131091	-0.04	65.11445261248525	0	0	0	0	1	1	0	20.23	0	0	0	0	0	0	0	0	0	1.0	0.9884007653902154	0.6126426397616068	0.011749017982973698	0.15186812363375138	0.9109670870705457	0.23146648359815744	2.270167707926454	1.5574	31.205799999999982	7	85.703	0	194.85922636680775	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	90.173	4.469	0.950
